,name,gender
10310,neeshu,1
10313,mokida,1
10324,menpal,1
10325,shyamveer,1
10347,sugodh,1
10349,shanwaj,1
10361,mohd.afzal,1
10379,nasrul,1
10382,navjat,0
10385,pareen,1
10388,varsh,0
10397,duni,1
10410,jigar,1
10419,dakch,1
10429,surender@mannu,1
10437,harjit,0
10441,master,1
10457,bundhu,1
10480,pandu,1
10491,saku,0
10500,khurshid,1
10501,sabeeha,0
10503,ganesi,0
10505,pavitra,0
10507,ajim,1
10520,shyan,1
10522,moka,0
10530,akhalak,1
10531,awdesh,1
10542,sattu,0
10549,sahina,0
10551,lakhamichand,1
10569,ankesh,1
10573,firtu,1
10576,aravind,1
10577,mosmi,0
10584,seva,0
10594,munkad,1
10610,bulet,1
10614,sawatri,0
10617,sohanlal,1
10620,khushnasiba,0
10625,moshad,1
10629,sarabjit,0
10632,sntosh,0
10641,sakcham,1
10645,bhotra,1
10647,mahindra,1
10649,vakesh,1
10652,aazadi@jully,0
10656,aktri,0
10668,fakiha,0
10669,nazirul,1
10671,parhalad,1
10672,aanamika,0
10677,madhubala,0
10681,archan,0
10684,rabita,0
10691,mansa,0
10697,rumal,0
10703,shun,0
10737,alaudin,1
10740,tundiram,1
10742,gurudut,1
10745,zanmi,1
10747,chhidu,1
10751,safika,0
10765,karshma,0
10772,tikaram,1
10775,risiraj,1
10779,dipanshi,0
10796,vihsal,1
10808,virnit,1
10816,arunkumar,1
10822,amber,1
10825,kale,1
10826,sahadeb,1
10837,shadhana,0
10839,noorin,0
10844,sehboob,1
10845,kuso,0
10852,dama,1
10855,amarnath,1
10858,sukhpreeet,0
10868,satwanti,0
10869,deepender,1
10880,ratnesh,1
10890,bidur,1
10895,istyara,1
10902,pyarelal,1
10904,ankit@udai,1
10908,dilbar,1
10915,monny,0
10928,gugna,1
10952,vishva,1
10958,ilayat,1
10966,khushnaseeb,1
10979,hareshwar,1
10984,achin,1
10993,chanderkala,0
10998,rabpreet,1
11002,sna,0
11004,jainaf,0
11014,jagir,1
11026,bhaggo,0
11038,tripta,0
11040,aphsana,0
11041,noojo,0
11081,smt.kiswar,0
11084,mili,0
11100,ranki,0
11104,harshi,0
11107,amrudin,1
11111,sukmani,0
11115,ahsamin,0
11117,archita,0
11127,animesh,1
11132,smt.aabida,0
11133,jaiparkash,1
11138,shaikh,1
11140,nilofar,0
11141,shathi,0
11148,dana,1
11159,yasmeen@lali,0
11162,shkur,1
11174,mikel,1
11175,noore,1
11196,jagnath,1
11198,mamini,0
11202,tabbsum,0
11212,sumesh,1
11214,unkar,1
11216,twinkle,0
11217,zile,1
11221,tabssum,0
11222,jalwad,1
11223,ashanjali,0
11225,habiba,0
11230,munmun,0
11232,bahart,1
11237,lllllllllllllllllll,1
11238,sumalia,0
11243,menu,0
11248,munjira,0
11249,fhaishal,1
11255,saieman,1
11260,papuu,1
11261,biraj,1
11267,itwari,1
11272,payana,0
11278,sunil@monu,1
11281,janeshwar,1
11283,budhi,1
11284,ansal,1
11297,umda,0
11309,arab,1
11311,nazneen,0
11335,sahnabaj,1
11350,raminder,0
11359,kamakshya,0
11360,ramsawroop,1
11376,vaibahv,1
11378,gungun,0
11380,dakshya,1
11387,smt.sushil,0
11388,preyojit,1
11394,md.yunus,1
11396,sadip,1
11397,subesh,1
11406,neaha,0
11407,dhamini,0
11409,rema,0
11416,brijnandan,1
11417,njare,1
11420,samra,0
11425,sumentra,0
11430,digvijay,1
11443,sharmili,0
11448,henkhochon,1
11457,pinkey,0
11465,indervesh,1
11480,furkhan,1
11495,kashum,0
11496,felicia,0
11499,mallo,0
11501,ranvir,1
11509,hukma,1
11527,sinta,1
11529,sahnaj,1
11530,guldasta,0
11535,shokar,1
11539,saahil,1
11550,prete,0
11553,jagpati,1
11564,mayuri,0
11575,bunda,1
11583,shahrish,0
11594,permeshwar,1
11597,sumanthra,0
11610,shailja,0
11611,jankraj,1
11622,nasiar,1
11626,v.b.,1
11630,ashmi,0
11631,pasanjeet,1
11640,afzaj,1
11644,gladwin,1
11656,nursa,0
11673,sourab,1
11679,manjoo,0
11686,manesh,1
11691,barjraj,1
11695,harbansh,1
11710,tushal,1
11713,nazira,0
11717,ompati,0
11732,shoab,1
11733,veenita,0
11742,malvika,0
11751,sokat,1
11756,joshna,0
11766,jaydurga,0
11771,punnet,1
11776,almina,0
11781,uda,1
11782,rejaul,1
11794,nikkhar,0
11801,narbir,1
11806,ovaish,1
11808,sabenoor@tamanna,0
11811,jaskirat,1
11816,mukkesh,1
11823,parsuram,1
11827,ruchendra,1
11832,harprit,0
11839,ujamma,0
11843,aphasana,1
11850,jaisigh,1
11855,aavesh,1
11857,rajkiran,1
11864,durgalal,1
11866,roshini,0
11872,irphan,1
11882,jhunna,0
11886,hisham,1
11892,keval,1
11895,samit,1
11901,jaivind,1
11912,raghubeer,1
11922,satrohan,1
11931,munish,1
11937,fra,0
11964,vishvnath,1
11966,sudma,0
11980,jat,1
11984,sidh,1
11991,mager,1
11997,warish,1
12010,mobsheera,0
12014,nej,1
12015,gordhanlal,1
12019,annat,1
12025,mobarkar,1
12029,sukrita,0
12044,bachheshwar,1
12055,sedarath,1
12059,joria,1
12063,husiya,0
12065,anjrej,1
12066,rathan,1
12067,gurdarshan,1
12073,succha,1
12074,salmakhatun,0
12076,namen,0
12113,yograj,1
12117,mast,1
12121,shamshina,0
12127,bisto,1
12129,nayan,1
12144,gruchran,1
12154,rajeswary@rajo@chanchal,0
12172,jaskaran,1
12175,jashgul,0
12176,dur,0
12178,rohil,1
12187,ajmer,1
12197,kanchaniya,0
12200,puneeta,0
12205,deepanti,0
12209,kanhaiyalal,1
12211,riti,0
12223,fanni,1
12224,gokul,1
12240,danista,0
12244,ilyas,1
12252,aatir,1
12258,jumman,1
12267,sumant,1
12281,harishen,1
12286,sidhart,1
12304,ghasiram,1
12312,km.prinka,0
12316,madhwi,0
12317,deendyal,1
12325,dhanu,1
12335,prsant,1
12338,birgesh,1
12341,kureja,0
12348,nikahat,0
12360,dhanni,0
12364,foolmaya,0
12365,rai,1
12369,manira,0
12383,gurfaan,1
12386,anirudh,1
12392,afsha,0
12403,diwansi,0
12406,harvansh,1
12421,jaiprkesh,1
12425,toni,1
12447,neeta@narayani,0
12469,somesh,1
12477,samsida,0
12485,anoj,1
12487,bagga,0
12489,prabhatilal,1
12491,sharat,1
12492,rghuraj,1
12494,nayamati,0
12499,dil,1
12501,madhuni,0
12510,shahabuddin,1
12516,ramsagar,1
12517,rakha,0
12523,soyam,1
12525,shoaib,1
12528,rukya,0
12532,sharib,1
12545,adnan,1
12547,ruben,1
12549,rajia,0
12562,chunaram,1
12570,maneeta,0
12576,jugal,1
12581,devpal,1
12591,jishant,1
12611,nainshi,0
12624,siddhi,0
12636,gulabsa,0
12641,lavpreet,0
12646,smt.vasida,0
12649,harison,1
12653,jaismeen,0
12657,shardha,1
12661,asanti,0
12664,javitri,0
12677,raghuvinder,0
12679,dildar,1
12690,mousin,1
12709,dauad,1
12712,jamir,1
12719,jincy,0
12733,brahamprakash,1
12735,sohnal,1
12748,munajir,1
12755,bheema,1
12773,ujama,0
12791,jisu,1
12792,bhagwana,1
12800,sahjad,1
12805,nathiya,0
12814,jetender,1
12820,parashram,1
12833,kulwant,1
12861,kamli,0
12864,jayotli,0
12867,samayddin,1
12874,gawri,0
12884,akil@sonu,1
12885,sunilrawat,1
12886,balaram,1
12891,swata,0
12896,aansu,1
12906,sakina@kajal,0
12915,mogan,1
12957,manosh,1
12973,ajahar,1
12976,gulwasha,0
12983,gjender,1
12989,dhmendar,1
12999,katwa,1
13008,pushapa,0
13014,hom,1
13015,gulbasha,0
13028,omparsad,1
13044,sh.vipin,1
13045,smt.nitu,0
13051,nafeesa,0
13054,ujir,1
13055,dhansinghpuri,1
13060,aasu,0
13062,sirazudeen,1
13067,najira,0
13069,salaman,1
13078,jumrati,1
13079,w/o,0
13080,gulafshan,0
13085,chandrakala,0
13102,badnath,1
13103,iqram,1
13108,md.ansar,1
13114,tabsum,0
13117,benjir,0
13127,satish@moolchand@baba,1
13128,nishith,1
13130,sparsh,1
13139,chnda,0
13142,jwala,1
13144,raishma,0
13151,isnesh,0
13156,asman,0
13164,abhijit,1
13167,simabharti,0
13175,chhantu,1
13176,jaquir,1
13191,tabbusum,0
13197,tripurari,1
13198,bali,0
13203,guni,0
13214,bidhya,0
13217,armaan,1
13222,firasat,1
13241,anli,1
13245,pryinka,0
13256,prami,1
13266,visan,1
13269,aejaz,1
13284,jhakar,1
13303,mahadevi,0
13308,sukesh,1
13331,mhd.,1
13338,sany@aman,1
13343,jony,1
13346,harprasad,1
13358,abhi,1
13367,uganta,0
13375,saroz,1
13383,bidami,0
13404,shakhtnsana,1
13408,kamaldeep,1
13411,matul,0
13412,shilu,0
13417,gulran,0
13422,lavali,0
13432,santra,0
13449,bhulan,1
13463,joya,0
13468,tahseen,0
13469,smt-sunita,0
13476,maman,1
13479,nooreen,0
13482,manikchand,1
13485,kamleshwar,1
13509,niksiya,0
13512,vijendar,1
13516,rubbina,0
13522,sabrina,0
13528,khetra,1
13536,suneeta,0
13544,arajun,1
13547,harmeet,0
13551,hukamchand,1
13554,sisty,0
13564,sukhdevi,0
13581,fornta,0
13583,gappu,1
13592,nisa,0
13598,surgayani,0
13599,shidharth,1
13602,salauddin,1
13603,seelam,0
13619,kalusingh,1
13620,ifteshyam,0
13624,soheb,1
13628,abhinwav,1
13631,salmam,1
13634,jodhi,1
13641,nikhleshwar,1
13643,avinsh,1
13647,ran,1
13655,pancham,1
13663,shashibala,0
13675,sumita,0
13679,gulfara,0
13681,sinil,1
13687,ratikant,1
13693,manormapal,0
13710,kunden,1
13725,natha,1
13735,dumnik,1
13737,mohmad,1
13738,krishen,1
13743,devya,0
13751,ramvati,0
13753,chetanya,1
13773,satrudan,1
13776,smt.manju,0
13780,mukhtiyar,1
13788,ramdhan,1
13789,momita,0
13792,jeeya,1
13798,aayesha,0
13803,kanhaya,1
13806,lc,0
13809,tulcharam,1
13815,milka,0
13830,naruram,1
13831,nek,1
13832,maaya,0
13835,mudasar,1
13862,sarain,1
13874,ramjanam,1
13884,partyush,1
13893,ranjeeta,0
13910,laltes,0
13918,bipnesh,0
13922,disi,0
13923,durjan,1
13927,vyelet,0
13934,shankuntla,0
13943,sabrin,0
13949,shokraji,0
13951,ravidutt,1
13954,lakh,1
13998,shreeniwas,1
14003,jhumki,0
14007,tassadul,1
14022,shivaji,1
14025,prhalad,1
14029,daks,1
14030,fakerey,1
14035,bangali,1
14056,koyal,0
14075,harleen,0
14079,sanavvar,1
14096,vishavkarma,0
14098,fida,1
14101,chandki,1
14119,mohmed,1
14126,dhiru,1
14135,munia,0
14140,imtiaz,1
14153,gonsan,1
14155,sukheeya,0
14163,bima,0
14175,rusan,0
14179,nayna,0
14183,choti,0
14185,triveni,0
14191,bhajanlal,1
14192,turveny,0
14195,chhaterwati,0
14204,guruvachan,1
14208,mudsir,1
14220,baichan,1
14221,musrat,0
14224,yaqoob,1
14238,radhabai,0
14247,pallvi,0
14248,sariq,1
14254,kheem,1
14258,brijshwaer,1
14259,afshana,0
14278,imamuddin,1
14290,jism,1
14295,manoish,1
14296,nilesh,0
14300,siza,0
14305,nabav,1
14310,mukeemuddin,1
14312,nenshi,0
14318,sahajha,0
14323,farjanul,0
14324,gagandeep,1
14331,damanjeet,1
14343,nihal,1
14345,gulnanj,0
14352,jaiwanti,0
14358,sanaali,0
14360,milap,1
14363,majidunisha,0
14391,gulshafa,0
14394,vi,1
14411,talvender,1
14418,reyaz,1
14427,dhara,1
14429,suraiya,0
14447,shailash,1
14460,tajwar,1
14477,rashika,0
14482,sheilesh,1
14492,pyar,1
14507,chandpreet,1
14511,mamta@lalita,0
14513,bhuli,0
14515,kesnata,0
14516,rijul,1
14518,ganpat,1
14522,s,1
14523,khanchan,0
14531,pravindra,1
14537,rehman,1
14546,gensingh,1
14547,eshavarya,0
14554,iqrar,0
14560,raviraj,1
14566,meenaz,1
14580,jaivanti,0
14591,ekta@mamta,0
14593,jaimala,0
14598,simren,0
14607,fiyaz,1
14618,imtiyaz,1
14622,paramshela,0
14637,jang,1
14643,somdath,1
14645,patan,1
14647,badarjahan,0
14648,menakshi,0
14666,ratni@jasoda,0
14681,shabbi,0
14684,sorav,1
14686,yadram,1
14694,swatri,0
14700,asfak,1
14703,omesh,1
14716,paryanka,0
14717,karansingh,1
14719,esrail,1
14729,jaanu,1
14739,anoura,0
14752,harbir,1
14756,gulfan,1
14766,lajja,0
14768,shimala,0
14770,reshami,0
14780,jamal,1
14795,n.,1
14797,sudarshan,1
14803,prakul,1
14804,tarif,1
14808,amijan,0
14811,mehraj,1
14812,garupal,1
14823,niti,0
14825,jayantadass,1
14835,hemleta,0
14840,latesh,1
14851,mahud,1
14860,sehin,1
14866,dimpy,1
14871,altab,1
14874,adan,1
14898,syham,1
14899,bajrangi,1
14901,mohad,1
14902,rishma,0
14910,shavani,0
14912,jahirul,0
14933,bhawar,0
14934,bharati,0
14939,meela,0
14956,raksha,0
14958,pyari,0
14966,amrjeet,1
14970,tashnim,1
14975,masuma,0
14988,shanwaz,1
14993,sandeep@sonu,1
14994,sri,1
15012,shyamlal,1
15014,bindi,0
15017,metily,1
15024,guman,1
15026,harbinder,1
15051,devdhari,1
15054,jawhar,1
15069,menka,0
15077,muzim,1
15088,sahwaj,1
15101,mo-,1
15111,ammar,1
15113,divakar,1
15115,sumender,1
15119,sudeshwer,1
15120,manimegla,0
15121,mudssir,1
15122,shanshak,1
15125,soonam,0
15132,umardaraz,1
15135,rajbir@changa,1
15147,sumemtra,0
15157,daksh,1
15158,dataterya,1
15160,kinya,0
15169,zahir,1
15181,rolly,1
15183,premawati,0
15189,mhoomad,1
15196,pammi,0
15198,rambai,0
15201,riyajul,1
15213,jacky,1
15214,phulkana,0
15221,sapita,0
15227,sandya,0
15228,hasir,1
15232,roopnarayan,1
15239,ikara,0
15243,mahammd,1
15261,sipra,0
15267,ramsati,0
15269,amna,0
15272,tajrani,0
15274,machhala,0
15286,bhala,1
15291,tameezuddin,1
15300,merry,0
15302,shoyab,1
15314,udham,1
15317,visham,1
15318,najara,0
15321,rabin,0
15322,chiddu,1
15325,durgashankar,1
15331,ranipal,0
15350,khusbhoo,0
15360,shreemati,0
15367,name,1
15368,kanchn,0
2,asmina,0
5,shkil,1
21,dhramveer,1
23,ajmit,0
38,julficar,1
43,ruksaar,0
52,gya,1
68,aasto,1
70,hadarali,1
73,lalital,1
85,k.,0
87,sehran,0
105,sabid,1
117,jagdambika,1
124,rozy,0
127,babudden,1
145,farku,1
146,hemlat,0
147,mehinder,1
153,gheesa,1
159,syamsunder,1
160,sosri,0
161,iarfan,1
164,chetanram,1
187,ashiqu,1
188,azruddin,1
190,anjna,0
194,priyansi,0
197,baniya,1
215,sohni,0
219,pallu,1
224,abhinash,1
233,yadvir,1
239,aashia,0
261,riyajudin,1
269,taitra,0
281,hajrat,1
283,nirjala,0
284,tapsyum,0
302,d.joycee,0
304,kamrudeen,1
305,ankala,1
311,jesmin,0
324,sunhara,0
326,tane,0
329,mastan,1
366,papp,1
368,mr.bhagchand,1
370,irfa,0
371,shlender,1
380,subhagi,0
386,"raju,",0
402,rojmeri,0
416,sakuntla,0
429,makan,1
431,bhole,1
444,anshum,1
449,suneta,0
456,girishchandra,0
457,chando,0
470,sammiuddin,1
472,ruchit,1
478,deepvhand,1
482,rajjit,1
484,bhemji,1
488,manuvar,1
489,manshi,1
500,naima,0
503,kafia,0
518,koushik,1
522,susan,1
524,lekose,1
526,yamini,0
532,zhini,0
538,sen,0
549,pera,1
554,mukish,1
555,perdeep,1
559,rajit,1
561,bhisan,1
565,madam,0
569,shefali@puja,0
581,shaili,0
593,dhalchand,1
607,bahrat,1
610,yuveraj,1
613,bindvasini,0
619,omprkesh,1
625,riyajuddin,1
628,madhusudan,1
632,naajim,1
636,sudan,1
652,dhanjay,1
659,shil,1
661,gajla,0
676,mali,1
681,babalu,1
689,sayana,0
691,chhamo,0
718,binu,0
722,kuntesh,0
723,jhoti,0
727,rajudi,0
728,asana,0
737,nanki,0
763,kamjeet,0
765,surja,1
767,jomiya,0
768,kehkasa,0
769,kana,1
775,urvarshi,0
783,prya,0
790,krishn,1
793,jibanti,0
829,radesyam,1
833,nazahat,0
840,kiranti,0
853,sarwesh,0
870,poma,1
873,rajeena,0
882,pardep,1
884,shgita,0
888,bhanupriya,0
889,shika,0
902,saddiq,1
904,devkran,1
913,nikita@niki,0
921,naitik@kanaya,1
925,vahab,1
928,vakila,0
936,devasish,1
938,najda,0
939,sabrajeet,1
960,shaira,0
962,harbai,0
970,piyari,0
978,aahim,1
989,sheeak,1
993,ratna,0
1001,minaxni,0
1009,alita,0
1010,satvir,1
1011,sawariya,0
1022,suriti,0
1043,eldro,1
1048,suchita,0
1061,sut.,0
1062,lilima,0
1066,dowlat,1
1084,sonaki,0
1102,viccky,1
1111,somprakash,1
1114,aleesha,0
1115,bharati@ruchika,0
1117,taran,0
1123,foolwati,0
1128,mohardi,1
1129,shahiba,0
1145,jitender@,1
1151,stephen,1
1152,terence,1
1157,umardeen,1
1183,kamana,0
1200,subhapal,0
1205,nazeem,1
1215,nargesh,0
1222,manchan,0
1227,rajvi,1
1247,selva,1
1254,kanhyalal,1
1259,phulbi,0
1268,neelachal,0
1292,vipasha,0
1303,suresh@tinku,1
1305,sushpal,1
1311,phalguni,0
1314,tayab,0
1319,tajuddin,1
1320,bhonu,1
1326,sardhu,1
1346,mahrul,0
1354,vanshu,1
1369,bhauk,1
1383,pramatma,1
1387,samad,1
1390,onginye,0
1397,sanoshi,0
1400,nahida,0
1421,chandrram,1
1426,lawli,1
1437,gahnshyam,1
1439,tipu,0
1501,dhreej,1
1503,jaslin,0
1504,karunakar,1
1520,murtibai,0
1521,sankarlal,1
1524,poornima,0
1526,mamita,0
1535,tak,1
1544,ebane,1
1550,kishn,1
1560,fulmiya,1
1561,nagendra,1
1566,sitar,1
1567,ekram,1
1569,neelkant,1
1593,dharvesh,1
1601,rameh,1
1603,jimi,1
1628,pratul,1
1637,manglesh,0
1645,philomina,0
1652,kalwant,1
1666,budho,0
1669,altmash,1
1675,juvel,1
1676,aamina,0
1677,verendra,1
1683,subani,0
1685,abishek,1
1695,amrika,1
1696,sunitha,0
1700,mhendar,1
1702,sazmin,0
1711,jitander,1
1712,liveri,1
1719,parerna,0
1721,frjana,0
1724,vinayak,1
1731,panchhi,1
1732,bishun,1
1733,murjina,0
1742,sukka,1
1745,narsingh,1
1748,manoj@,1
1754,panchma,0
1755,smt.beena,0
1756,kusham,0
1760,s/o,1
1761,beti,0
1767,bhuwan,1
1778,jeeren,0
1781,abhimanu,1
1787,adersen,1
1792,chandabai,0
1793,titu,1
1796,badrudeen,1
1799,gotam,1
1800,muskaan,0
1805,eshwari,0
1806,beeuty,0
1834,jya,0
1836,hakam,1
1847,nanveet,0
1859,gulreg,1
1864,harshdeep,1
1866,tasmina,0
1867,chandesh,1
1869,kishnaram,1
1870,kosaleya,0
1872,ujjawal,1
1873,rauf,1
1880,sauni,0
1892,chiranjavi,1
1897,harimohan,1
1899,deepanker,1
1901,twinkil,0
1920,narain,1
1926,harwindra,1
1928,yinita,0
1936,parbhudayal,1
1946,mohak,1
1952,lushi,0
1953,doly,0
1955,mangala,0
1957,sozi,0
1958,horam,1
1963,miha,1
1964,mangeshwar,1
1966,randeep,1
1973,baudi,1
1982,bhulaee,1
2000,trlokchand,1
2006,unnati,0
2007,motolal,1
2010,rahisuddin,1
2022,nirwat,0
2035,mahzbin,0
2042,bikram,1
2047,jaiprakash,1
2057,santna,0
2063,naviya,0
2064,shushila,0
2079,rina/,0
2091,narbada,0
2096,junl,1
2100,kashiv,1
2102,veenu,0
2104,subato,1
2112,shbana,0
2115,razida,0
2117,prannab,1
2125,prafhool,1
2137,wazir,1
2139,daniel,1
2142,nassin,0
2157,chappla,0
2180,frra,0
2185,hardam,1
2191,ajara,0
2192,khursheed,1
2200,bhojaram,1
2216,nihalchand,1
2217,ku.shiv,0
2230,somi,0
2243,nimesh,1
2246,ankus,1
2250,bhima,1
2255,gurjit,1
2257,banarsi,1
2263,deepmala,0
2264,vinaysingh,1
2272,amreeta,0
2279,bhatari,0
2297,munnem,1
2300,nusrant,0
2301,sushama,0
2320,jitin,1
2322,aarav,1
2331,daulat,0
2332,jaidev,1
2342,supiriya,0
2352,sahlesh,1
2353,manpritkour,0
2357,rajbeer,1
2359,priyaki,0
2360,rimasha,0
2372,mithi,0
2379,kamal@,1
2389,budhram,1
2392,mairi,0
2398,zenab,0
2400,dipansu,1
2405,lambhu,0
2408,dumani,0
2413,shakina,0
2416,shanawaz@heena,0
2417,jafruddin,1
2418,sokin,1
2425,mega,0
2432,durgabai,0
2441,shukla,0
2443,st,0
2449,sukhsohan,1
2450,ariba,0
2453,nashim,1
2458,sumanlta,0
2459,yaswani,1
2463,gajwanti,0
2464,rushali,0
2465,barakha,0
2468,parvti,0
2478,sushri,0
2482,malkiat,1
2483,balak,1
2484,vishwjeet,1
2488,sushmendra,1
2497,shanah,0
2513,avastha,0
2528,rehmati,0
2534,shahwaj,1
2540,druga,1
2550,shahnwaj,1
2569,pharjana,0
2575,joyaa,0
2579,lakhwinder,1
2583,jasiram,1
2587,jhawar,1
2591,nitin@,1
2593,nurjaha,0
2604,khooshboo,0
2617,shelly,0
2620,nisha@neelam,0
2621,sujal,1
2628,yaadram,1
2633,ladakunvar,0
2636,muntajar,1
2643,hayatul,1
2656,rvina,0
2660,iqarar,1
2662,layman,1
2670,nabal,1
2672,noorjaha,0
2673,rudhra,1
2676,sajmeen,0
2685,pannalal,1
2700,raeeyan,1
2704,aadesh,1
2705,joholal,1
2709,birajpal,1
2717,kanda,1
2722,phirdos,1
2725,shayana,0
2733,hajari,0
2738,bharkah,0
2740,vidyawati,0
2748,sashikala,0
2752,khuma,1
2758,jeeshan,1
2765,utkarsh,1
2769,snjana,0
2777,data,1
2778,akhlish,1
2783,chtar,1
2784,rambhool,1
2787,teenu,1
2793,shorav,0
2794,shafi,1
2815,muntiyaj,1
2819,beragi,1
2828,shukramani,0
2842,pargat,1
2847,kanisk,1
2850,shiraj,1
2852,shimpi,0
2864,jaimati,0
2865,bsram,0
2870,bb,0
2873,chndrakla,0
2877,minakchi,0
2879,lilavati,0
2893,abhaki,0
2900,majrula,0
2912,ramdutt,1
2915,akkash,1
2918,kabul,1
2920,nilu,1
2921,tulki,0
2932,opendar,1
2934,dilkush,1
2936,rajkumari@babli,0
2941,tony,1
2947,nirbhay,1
2950,love,1
2959,gulshtab,0
2987,akansh,1
2991,kusumakar,1
2997,hoti,1
2999,twenkle,0
3007,akashya,1
3009,hazira,0
3016,niwas,1
3059,bhramanand,1
3064,sadur,1
3070,ankeet,0
3075,bherav,1
3079,shivcharan,1
3080,pooranmal,1
3093,jorj,1
3116,galiya,1
3117,aishwarya,0
3118,newal,1
3121,sarafraj,1
3124,maha,1
3127,shadna,0
3133,sagufta,0
3139,shavitri,0
3140,shaswat,1
3146,ombeer,1
3157,ramkhilawan,1
3166,shadan,1
3168,shajid,1
3173,shalid,1
3191,chanderkanta,0
3195,preti,0
3199,muntrin,0
3203,revndrshing,1
3209,pervez,1
3220,rvindra,1
3227,samiya,0
3228,satbar,1
3236,fazia,0
3245,revti,0
3247,harvans,1
3249,daljit,0
3254,firdous,0
3259,rasul,1
3261,muskuran,1
3266,phooleshwar,1
3269,sharee,1
3272,gunanidhi,1
3275,kishmat,0
3280,ratul,1
3289,paru,0
3302,ramdhin,1
3304,mehruddin,1
3306,abhishik,1
3324,maanmati,0
3331,mahboob,1
3332,shumita,0
3334,nooralam,1
3336,sehnaj,0
3339,maahi,0
3341,sahajaha,1
3342,chandrashekhar,1
3347,surgyan,1
3348,balbiri,0
3351,mithelash,1
3355,gona,0
3380,devkali,0
3382,sudhama,0
3387,parvin,0
3404,pransis,1
3405,munny,0
3417,satyadev,1
3429,sanjogta,0
3434,kajamuddih,1
3435,gulabsha,0
3442,nadem,1
3466,kartar,1
3467,utam,1
3481,gauravgil,1
3487,fahira,0
3489,rimjhim,0
3501,aijay,1
3502,mamanbai,0
3506,dishu,0
3515,balmiki,1
3517,radhab,0
3523,harishchandr,1
3527,ramkiashan,1
3532,aachal,0
3534,shivani@prachi,0
3553,sajni,0
3559,shittal,0
3563,poojadevi,0
3565,jacob,1
3581,rinesh,0
3584,vedehi,0
3587,dharminder,1
3590,vadhi,0
3594,bulad,1
3600,souvik,1
3601,rsjesh,1
3603,netrapal,1
3609,vijendra,1
3614,narinder,1
3624,naveela,0
3625,kaishav,1
3626,sanaullah,1
3631,jarim,0
3632,prinsh,1
3634,dhulin,1
3639,laltia,0
3648,siddharth,1
3664,ashraf,1
3669,maqsood,1
3674,dhurv,1
3686,jaijairam,1
3690,lilaram,1
3694,satwander,0
3696,bajulal,1
3712,sajini,0
3723,kalayan,1
3725,dhrama,0
3737,sanjya,1
3746,faraha,0
3753,kulina,0
3756,rampaal,1
3761,dhola,0
3768,sethi,1
3769,sh.shiv,1
3772,honey,0
3780,somender,1
3781,laka,1
3789,sukshana,0
3798,monupal,1
3808,sira,0
3809,shushree,0
3812,nimla,0
3816,lavtar,1
3819,zina,0
3823,moshri,0
3824,nazrana,0
3825,twinkal,0
3843,kallo,0
3844,saroop,1
3845,neeti,0
3849,kamreen,0
3864,shilap,0
3869,momena,0
3871,azaruddin,1
3872,pannu,1
3889,sanam,0
3905,nanagram,1
3916,prankur,1
3919,laxminarain,1
3920,perkash,1
3928,tarunnam,0
3939,pamjeet,0
3946,rijakpal,1
3955,moh0,1
3962,minakumari,0
3968,maninder,1
3975,jagjeet,1
3987,mrityunjay,1
3990,shiya,0
3995,virat,1
3997,ashman,0
4004,darfasha,0
4008,naseef,1
4009,joydeep,1
4010,tariq,1
4012,mnyak,1
4014,ramtek,1
4019,kanki,0
4020,jaynarayan,1
4035,asutosh,1
4038,shobina,0
4047,bivla,0
4066,vipun,1
4069,daljeet,1
4070,paramdeep,0
4072,nosad,1
4088,saranthem,0
4091,nshima,0
4093,suwa,1
4103,manjusha,0
4108,r,0
4119,sawali,1
4146,sujen,1
4148,hemani,0
4149,bharkha,0
4172,gopiram,1
4189,aakash@multan,1
4229,rashma,0
4268,dhuruv,1
4269,jeetram,1
4272,narendera,1
4275,basiran,0
4277,paratibha,1
4284,anjila,0
4288,yameen,1
4297,anikesh,1
4303,tavinder,1
4310,somil,0
4313,jamnaa,0
4314,sandha,0
4318,mittopuri,1
4327,krishka,0
4328,veerander,1
4335,mahnatha,1
4336,mini,0
4338,partab,1
4347,milkhi,1
4357,srikant,1
4364,sidhant,1
4367,muhmad,1
4371,aamil,1
4373,"shakuntala@pooja,",0
4383,viren,0
4396,junna,1
4401,amita,0
4410,jasvindir,1
4414,shalesh,0
4419,devyani,0
4427,ajman,1
4448,sugar,1
4449,mohd.asif,1
4455,shoiba,0
4460,maansingh,1
4471,veejita,0
4479,inderpaal,1
4483,rohila,0
4499,phakir,1
4505,runiya,0
4506,tunda,1
4507,neharika,0
4513,umashanker,1
4520,vinoda,1
4522,nathi,0
4559,sabra,0
4562,grish,1
4567,bechan,1
4568,sukhvinder,1
4570,chnada,0
4578,aashi,0
4581,kanak,0
4594,galu,1
4624,ruka,0
4627,shelesh,1
4630,mahi@munasvi,0
4633,forshan,1
4642,skunatla,0
4645,jotyi,0
4646,moinuddin,1
4651,injum,0
4654,maj-,1
4656,pear,0
4660,sateesh,1
4665,rajbiri,0
4670,tanvi,0
4674,kundin,1
4683,srheeram,1
4687,subhangi,0
4697,ajra,0
4712,dvndavva,0
4713,shazad,1
4721,sanjeeta,0
4725,vijesh,1
4740,aamrin,0
4743,rakkibhul,1
